URL,CantidadInternas
https://www.facebook.com/francogsc/posts/10217152520062934,0
https://twitter.com/UNESCOQuito/status/1062794864969048064,-1
https://goo.gl/zpTHAh,-1
https://www.instagram.com/p/BqSeEt8gvnT/?utm_source=ig_twitter_share&igshid=zpmaewsqxpku,76
https://www.instagram.com/p/BqTd2b1gxKM/?utm_source=ig_twitter_share&igshid=a2nik249bkeu,76
https://www.instagram.com/p/BqVXRaCAXCkEA3lMEYtVmGFYimiehs8QJvmh5I0/?utm_source=ig_twitter_share&igshid=1udgy2orgy3dr,14
https://twitter.com/cultura_ec/status/1063118751523131392,-1
https://goo.gl/ohEuUF,-1
https://twitter.com/festivaldeloja/status/1062731538616516608,-1
http://m.facebook.com/SiguemeLojaOficial,0
https://goo.gl/H5ewVW,3
https://twitter.com/Cultura_Ec/status/1063164261810212865,-1
https://twitter.com/Cultura_Ec/status/1063081000606023680,-1
https://www.culturaypatrimonio.gob.ec/jovenes-aprenden-a-construir-titeres-en-el-fiavl-2018/,-1
http://festivaldeloja.com,-1
https://goo.gl/poUzFf,-1
http://bit.ly/2BdApxz,0
https://twitter.com/EducacionZ7_Ec/status/1063533149374824448,-1
https://www.instagram.com/p/BqWNKz0lxwP/?utm_source=ig_twitter_share&igshid=n9dfjhb9wmei,76
https://www.facebook.com/CapturLojaOficial/videos/575019636279177/,3
https://goo.gl/QVkTnz,3
https://twitter.com/ARCSA_CZ7/status/1062409071310094336/photo/1,-1
https://www.instagram.com/p/BqTdVmaAKcU/?utm_source=ig_twitter_share&igshid=1blnb6t185xdu,76
https://twitter.com/FestivalDeLoja/status/1063416395508133889,-1
https://goo.gl/KZV2Gr,3
https://twitter.com/teatrobenjaminc/status/1062823093767430144,-1
https://twitter.com/guarromantico_/status/1062556991724417024,-1
https://twitter.com/FestivalDeLoja/status/1063039713777467392,-1
https://www.instagram.com/p/BqKlkubAcjf/?utm_source=ig_twitter_share&igshid=1o9s9tvzs74p5,76
https://twitter.com/EducacionZ7_Ec/status/1063536637244817409,-1
https://www.eluniverso.com/entretenimiento/2018/11/18/nota/7055595/dos-elencos-se-sumergen-obra-pablo-palacio,9
https://www.prensa-latina.cu/index.php?o=rn&id=229259&SEO=grupo-la-colmenita-irradia-cubania-en-festival-de-artes-vivas-de-loja-fotos,174
https://twitter.com/uartesec/status/1062786306542092290,-1
http://bit.ly/2z4tODk,0
http://sncyt.com/2TgtZEU,-1
https://twitter.com/FestivalDeLoja/status/1057284228403118081,-1
https://www.instagram.com/p/BqP-xn-gBh-/?utm_source=ig_twitter_share&igshid=1izfuiuoplr4n,76
https://twitter.com/rapereztorresec/status/1063180756195905538,-1
https://youtu.be/2eFwCf08xdQ,1
https://www.facebook.com/story.php?story_fbid=563620484085759&id=100013134367643,2
https://www.facebook.com/story.php?story_fbid=575459329568541&id=100013134367643,2
https://goo.gl/bsX6Lc,-1
https://bit.ly/2TnqtbV,-1
https://www.instagram.com/p/BqONczbBVqK/?utm_source=ig_twitter_share&igshid=1ntt71cl0pj7i,14
https://www.facebook.com/srradioec/videos/266803797361132/,0
https://www.instagram.com/p/BqOQb1aAjIL8iZ1lETyotyQigwZvy7rr-8aFEE0/?utm_source=ig_twitter_share&igshid=fm78k1p23q4h,76
https://ift.tt/2JWLrd7,-1
https://www.instagram.com/p/BqFbzwhAC0F/?utm_source=ig_twitter_share&igshid=15ygdo8qmt5ij,76
http://bit.ly/2OQAA5w,0
https://goo.gl/hbjTp3,3
https://www.instagram.com/p/Bp7CLPrlOtF/?utm_source=ig_twitter_share&igshid=1s3o9r8s6wpjg,14
https://twitter.com/MunicipioDeLoja/status/1061127063963361280,-1
https://www.instagram.com/p/BqWQwhxgE3Z/?utm_source=ig_twitter_share&igshid=fz16u5kyuvfk,76
https://www.instagram.com/p/Bp8btm3lf9i/?utm_source=ig_twitter_share&igshid=tdsgq1656b4h,76
https://twitter.com/festivaldeloja/status/1063255889329696769,-1
https://twitter.com/sinfonicaLoja/status/1063164587787407362,-1
http://youtu.be/lps86vfjN68?a,0
https://twitter.com/cultura_ec/status/1063172778088714240,-1
https://goo.gl/d38uvo,3
http://bit.ly/2Dv9te8,0
http://ecuadorinmediato.com/eiradio/,-1
https://www.instagram.com/p/BqTNa46gaja/?utm_source=ig_twitter_share&igshid=1nxkl3x9634q5,76
https://twitter.com/plustv25/status/1062373945020768326,-1
https://www.instagram.com/p/BqQqei6AfSH/?utm_source=ig_twitter_share&igshid=lrk20j7gxyra,76
https://twitter.com/Cultura_Ec/status/1062730108597866496,-1
https://twitter.com/FestivalDeLoja/status/1063179182308581376,-1
https://www.instagram.com/p/BqTy7adgUe9/?utm_source=ig_twitter_share&igshid=18wgl1c9hnx8d,76
https://twitter.com/comunicacionec/status/1063082455941419009,-1
https://www.facebook.com/115897665794278/posts/264466647604045/,0
https://twitter.com/LuisCuencaMed/status/1062868248285319169,-1
https://www.instagram.com/p/BqXxv4XASh5/?utm_source=ig_twitter_share&igshid=ymj7yq1bt566,76
https://youtu.be/Ir-cD8nt2Mc,0
https://www.facebook.com/estosucedelojaoficial/posts/265624874154889,2
http://www.festivaldeloja.com,-1
https://twitter.com/GabrielaEsPais/status/1063084285668790272?s=20,-1
http://www.corape.org.ec/loja-autoridades-de-gobierno-participaron-en-el-festival-de-artes-vivas-loja-2018/,0
https://goo.gl/oKLvds,-1
https://twitter.com/festivaldeloja/status/1063858786815959040,-1
https://twitter.com/MinturZonal7/status/1062863304081768448,-1
https://twitter.com/cultura_ec/status/1063825347563659264,-1
http://bit.ly/2T8acY0,-1
https://twitter.com/FestivalDeLoja/status/1057618188161101825,-1
https://www.facebook.com/permalink.php?story_fbid=623295568088932&id=100012254832618,2
https://www.instagram.com/p/BqVfsABgEWn/?utm_source=ig_twitter_share&igshid=1oylnm3q6my08,14
https://twitter.com/ojeda_mariu/status/1062714982977028096,-1
http://bit.ly/2qx2Pwo,0
https://www.instagram.com/p/BpqU2EGlb4b/?utm_source=ig_twitter_share&igshid=10chej9fwfl5v,76
http://bit.ly/2PBXJ0w,0
https://www.instagram.com/p/BqSbklWFzIW/?utm_source=ig_twitter_share&igshid=12lsi4jp41yub,76
https://twitter.com/Cultura_Ec/status/1063158565395984384,-1
https://twitter.com/ComunicacionEc/status/1063082455941419009,-1
https://onlineradiobox.com/ec/exa/?cs=ec.exa&played=1,10
https://www.instagram.com/p/BqQyIgQltWt/?utm_source=ig_twitter_share&igshid=12fejv8jrv36z,76
https://goo.gl/BXPzrd,-1
https://twitter.com/Cultura_Zonal7/status/1063522692417183746,-1
https://www.instagram.com/p/BqIgAn2gail/?utm_source=ig_twitter_share&igshid=1chkfxdwemv56,76
https://twitter.com/TeatroBenjaminC/status/1063877053286625280,-1
https://bit.ly/2B4Zrik,0
https://twitter.com/PazminoMay/status/1063107355418730496?s=20,-1
https://twitter.com/DarioJaramilloP/status/1064505940664348672,-1
https://twitter.com/cultura_ec/status/1063543159479812097,-1
https://www.instagram.com/p/BqT4q8VgehE/?utm_source=ig_twitter_share&igshid=1s6cpafjyyx0o,76
https://twitter.com/cultura_ec/status/1063243975635681281,-1
https://www.facebook.com/lindonsanmartin/posts/10213652589175428,2
https://twitter.com/Salud_Ec/status/1063163740978364416,-1
https://www.facebook.com/permalink.php?story_fbid=2859467004078832&id=139636219395271,0
https://bit.ly/2DwChD5,-1
https://www.instagram.com/p/Bp1q6m0lCiI/?utm_source=ig_twitter_share&igshid=1i21zrhx4ozjx,76
https://goo.gl/RQRAoN,-1
https://goo.gl/wquC9G,3
https://twitter.com/festivaldeloja/status/1063238352483377152,-1
https://twitter.com/primereporte/status/1060893629156331520,-1
http://bit.ly/2fT0oBP,-1
http://goo.gl/QVkTnz,0
https://www.elcomercio.com/tendencias/grupo-colmenita-loja-artes-vivas.html,-1
https://twitter.com/festivaldeloja/status/1063197451882921985,-1
https://www.facebook.com/hotelhowardjohnsonlojaecuador/posts/1990626587672048,0
https://goo.gl/GQs4uB,-1
https://lahora.com.ec/noticia/1102200616/el-fiavl-es-un-motor-que-suscita-el-espiritu#.W-yIUu_p-5Q.twitter,-1
https://goo.gl/St2cQn,3
https://www.instagram.com/p/BqTOnoOgD7V/?utm_source=ig_twitter_share&igshid=fe9xr40v9dof,76
https://goo.gl/iXgQvh,-1
https://goo.gl/x11DBf,3
http://bit.ly/ArtesVivas-,0
https://www.instagram.com/p/Bp7QRQ0gypz/?utm_source=ig_twitter_share&igshid=10pnbb8r8zy6e,76
https://bit.ly/2Kar1xC,0
https://goo.gl/rQYWZ2,3
http://bit.ly/2OxSd9Y,0
https://www.instagram.com/p/BqYCGqaApvD/?utm_source=ig_twitter_share&igshid=j9er84elsrev,76
https://twitter.com/cultura_ec/status/1062868517194743811,-1
https://www.facebook.com/saragurofm/videos/2195024174156098/,0
https://www.eluniverso.com/entretenimiento/2018/11/16/nota/7052412/teatros-calles-vitrinas-artistas-loja,9
https://www.instagram.com/p/BqTQVHOgrJh/?utm_source=ig_twitter_share&igshid=1sdx3ead06g6r,76
https://bit.ly/2Q0AjBu,0
https://goo.gl/1A6wXZ,-1
http://bit.ly/2FqBYMN,0
https://twitter.com/VistoLoja/status/1062711068940816390,-1
https://www.facebook.com/VistoLoja/videos/261831354521209/,3
https://twitter.com/cnteatromx/status/1064677273616506883,-1
https://twitter.com/VistoLoja/status/1063582802225102849,-1
https://twitter.com/TurismoEc/status/1062870648152903687,-1
http://bit.ly/2yzXx7y,0
https://twitter.com/FestivalDeLoja/status/1063841045887283200,-1
https://twitter.com/FestivalDeLoja/status/1056304533951795200,-1
https://goo.gl/rxZ4ra,3
https://www.elcomercio.com/tendencias/loja-fiesta-escenica-festival-artes.html,-1
https://twitter.com/FestivalDeLoja/status/1059554498329395200,-1
https://www.culturaypatrimonio.gob.ec/gypsy-express-fue-la-obra-inaugural-del-festival-internacional-de-artes-viva-loja-2018/,-1
https://twitter.com/FestivalDeLoja/status/1056198841060544512,-1
https://goo.gl/3jdAzk,3
https://goo.gl/p6LYjL,3
https://goo.gl/6NJiT8,3
https://www.instagram.com/p/BqXy0aGAHbB/?utm_source=ig_twitter_share&igshid=1l2pzr84r3hpy,76
https://www.instagram.com/p/BqTN4UnAURx/?utm_source=ig_twitter_share&igshid=2z88wjdit3ns,76
http://bit.ly/2zfPnkZ,0
https://twitter.com/FestivalDeLoja/status/1055939539682897920,-1
https://www.instagram.com/p/BqQdRx2ArNX/?utm_source=ig_twitter_share&igshid=1fsgowvcfjpae,76
http://youtu.be/f5EAAi2hwv4?a,0
http://enwww.festivaldeloja.com,-1
https://twitter.com/cultura_zonal7/status/1063903082185146368,-1
https://twitter.com/cultura_ec/status/1063158565395984384,-1
https://www.facebook.com/CapturLojaOficial/videos/575116269602847/,3
http://bit.ly/festivalartesvivas,-1
https://goo.gl/auaeG5,-1
https://twitter.com/festivaldeloja/status/1063966573608820736,-1
https://goo.gl/RFCXC4,3
https://www.instagram.com/p/BqIgCFQhXwF/?utm_source=ig_twitter_share&igshid=nz8woqc08ecl,14
https://twitter.com/festivaldeloja/status/1063261562536898562,-1
https://goo.gl/Hj6quF,3
https://www.instagram.com/p/BqOOjXMg4QV/?utm_source=ig_twitter_share&igshid=1m4yf3bch8bzq,76
https://www.facebook.com/srradioec/videos/486819958393929/,0
https://goo.gl/WZJ8J1,3
https://goo.gl/srndC4,-1
https://www.instagram.com/p/BqONjT4hIG6/?utm_source=ig_twitter_share&igshid=108iyy5yjlatu,76
https://twitter.com/Cultura_Ec/status/1059507213268643840,-1
https://www.facebook.com/estosucedelojaoficial/videos/1462710113874060/,3
http://bit.ly/2QyXIXX,-1
https://www.instagram.com/p/BqOI3Fig6gc/?utm_source=ig_twitter_share&igshid=15rklyfgldnxt,76
https://twitter.com/betjaramillo/status/1060983792389767169,-1
https://www.facebook.com/hotelhowardjohnsonlojaecuador/posts/1989149294486444,0
https://goo.gl/Kk2Jrn,3
https://lahora.com.ec/noticia/1102200613/artes-vivas-se-abre-el-telon#.W-yXVHp2NBA.twitter,-1
https://goo.gl/xc66jn,-1
http://ow.ly/KCDg30mCr9j,0
https://vimeo.com/277739477,0
https://www.facebook.com/story.php?story_fbid=572602556520885&id=100013134367643,2
https://goo.gl/c7eLwS,3
https://goo.gl/ZfMqCz,-1
https://www.facebook.com/estosucedelojaoficial/videos/2286911394863294/,3
https://www.instagram.com/p/BqXyEHIA_pT/?utm_source=ig_twitter_share&igshid=uaevpbi6v8ev,76
https://twitter.com/Telecom_Ec/status/1063173795538599936,-1
https://goo.gl/UbcQ1Q,3
https://www.instagram.com/p/BqSeEt8gvnT/?utm_source=ig_twitter_share&igshid=1omtaptdl582d,76
https://goo.gl/hL3kuq,3
https://www.instagram.com/p/Bp8Tzl8gr-d/?utm_source=ig_twitter_share&igshid=hi2lwe9c6tcd,76
https://www.youtube.com/watch?v=pNOvjtC7QMs&feature=youtu.be,23
https://www.culturaypatrimonio.gob.ec/la-colmenita-de-cuba-prendio-de-son-y-guaracha-el-fiavl/,-1
https://www.facebook.com/story.php?story_fbid=574492216331919&id=100013134367643,2
https://goo.gl/357bc7,-1
https://twitter.com/capturlojaofic1/status/1063898665742491654,-1
https://twitter.com/FestivalDeLoja/status/1055471372879740928,-1
http://bit.ly/2RMip2G,-1
https://twitter.com/festivaldeloja/status/1063173560104116224,-1
